"TimeCreated","LogName","ProviderName","EventId","Level","RecordId","MachineName","UserId","ProcessId","ThreadId"
"22-04-2026 10.22.35 AM","System","Microsoft-Windows-Directory-Services-SAM","16962","Information","24020","DESKTOP-G8U5C6E","S-1-5-18","1296","1300"
"22-04-2026 10.22.35 AM","System","LsaSrv","6156","Information","24019","DESKTOP-G8U5C6E","S-1-5-18","1296","1300"
"22-04-2026 10.22.35 AM","System","Microsoft-Windows-Wininit","12","Information","24018","DESKTOP-G8U5C6E","S-1-5-18","1136","1140"
"22-04-2026 10.22.35 AM","System","Microsoft-Windows-Wininit","14","Information","24017","DESKTOP-G8U5C6E","S-1-5-18","1136","1140"
"22-04-2026 10.22.33 AM","System","Microsoft-Windows-Wininit","23","Information","24016","DESKTOP-G8U5C6E","S-1-5-18","1136","1140"
"22-04-2026 10.22.33 AM","System","Microsoft-Windows-Wininit","25","Information","24015","DESKTOP-G8U5C6E","S-1-5-18","1136","1140"
"22-04-2026 10.22.33 AM","System","Microsoft-Windows-Wininit","24","Information","24014","DESKTOP-G8U5C6E","S-1-5-18","1136","1140"
"22-04-2026 10.22.33 AM","System","Microsoft-Windows-Wininit","19","Information","24013","DESKTOP-G8U5C6E","S-1-5-18","1136","1140"
"22-04-2026 10.22.32 AM","System","Microsoft-Windows-Kernel-General","24","Information","24012","DESKTOP-G8U5C6E","S-1-5-18","176","1032"
"22-04-2026 10.22.32 AM","System","Microsoft-Windows-Ntfs","98","Information","24011","DESKTOP-G8U5C6E","S-1-5-18","4","172"
"22-04-2026 10.22.31 AM","System","Microsoft-Windows-Ntfs","98","Information","24010","DESKTOP-G8U5C6E","S-1-5-18","4","712"
"22-04-2026 10.22.29 AM","System","Microsoft-Windows-Ntfs","98","Information","24009","DESKTOP-G8U5C6E","S-1-5-18","4","336"
"22-04-2026 10.22.26 AM","System","BTHUSB","18","Information","24008","DESKTOP-G8U5C6E",,"4","172"
"22-04-2026 10.22.24 AM","System","Microsoft-Windows-Kernel-PnP","219","Warning","24007","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.24 AM","System","Microsoft-Windows-DriverFrameworks-UserMode","10118","Information","24006","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.23 AM","System","Netwtw08","7017","Information","24005","DESKTOP-G8U5C6E",,"4","624"
"22-04-2026 10.22.23 AM","System","Netwtw08","7010","Information","24004","DESKTOP-G8U5C6E",,"4","624"
"22-04-2026 10.22.23 AM","System","Microsoft-Windows-Kernel-PnP","219","Warning","24003","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.23 AM","System","Microsoft-Windows-DriverFrameworks-UserMode","10118","Information","24002","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.23 AM","System","MEIx64","2","Information","24001","DESKTOP-G8U5C6E",,"4","172"
"22-04-2026 10.22.23 AM","System","Netwtw08","7002","Information","24000","DESKTOP-G8U5C6E",,"4","712"
"22-04-2026 10.22.23 AM","System","Netwtw08","7006","Information","23999","DESKTOP-G8U5C6E",,"4","712"
"22-04-2026 10.22.23 AM","System","Netwtw08","7005","Information","23998","DESKTOP-G8U5C6E",,"4","712"
"22-04-2026 10.22.23 AM","System","Netwtw08","7036","Information","23997","DESKTOP-G8U5C6E",,"4","712"
"22-04-2026 10.22.23 AM","System","Microsoft-Windows-Kernel-Power","521","Information","23996","DESKTOP-G8U5C6E","S-1-5-18","4","172"
"22-04-2026 10.22.23 AM","System","Microsoft-Windows-Kernel-Power","521","Information","23995","DESKTOP-G8U5C6E","S-1-5-18","4","172"
"22-04-2026 10.22.23 AM","System","Microsoft-Windows-Kernel-Processor-Power","55","Information","23994","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.23 AM","System","Microsoft-Windows-Kernel-Processor-Power","55","Information","23993","DESKTOP-G8U5C6E","S-1-5-18","4","328"
